name	country	date	host	subtype	HA_clade
A/human/Netherlands/10377/2018	out	2018-02-26	human	H3N2	Other-Human-2010-like
A/human/Netherlands/00580/2019	out	2019-02-15	human	H3N2	?
A/human/Netherlands/01152/2022	out	2022-06-28	human	H3N2	Other-Human-2020
A/human/Netherlands/02303/18	out	2018-11-03	human	H3N2	Other-Human-2010-like
A/human/Netherlands/10205/2021	out	2021-12-18	human	H3N2	Other-Human-2020
A/human/Netherlands/11739/2022	out	2022-09-18	human	H3N2	Other-Human-2020
A/human/Newquay/5831/2018	out	2018-03-05	human	H3N2	Other-Human-2010-like
A/human/Niedersachsen/4/2015	out	2015-01-06	human	H3N2	Other-Human-2010-like
A/human/Niedersachsen/130/2018	out	2018-12-17	human	H3N2	?
A/human/Nord_pas_de_Calais/2518/2015	out	2015-12-18	human	H3N2	Other-Human-2010
A/human/Nord_Pas_de_Calais/884/2012	out	2012-03-02	human	H3N2	?
A/human/Nordrhein-Westfalen/32/2012	out	2012-11-26	human	H3N2	Other-Human-2010-like
A/human/Nordrhein-Westfalen/30/2020	out	2020-02-02	human	H3N2	Other-Human-2010
A/human/Nordrhein-Westfalen/30/2022	out	2022-06-06	human	H3N2	Other-Human-2020
A/human/Norrkoping/1/2019	out	2019-08-21	human	H3N2	?
A/human/Northern_Ireland/30317/2018	out	2018-11-10	human	H3N2	Other-Human-2020-like
A/human/Norway/19063/2022	out	2022-04-06	human	H3N2	Other-Human-2020
A/human/Norway/3314/2013	out	2013-12-23	human	H3N2	Other-Human-2010-like
A/human/Norway/3545/2016	out	2016-05-12	human	H3N2	Other-Human-2010
A/human/Norway/3481/2017	out	2017-11-14	human	H3N2	Other-Human-2010-like
A/human/Norway/114/2012	out	2012-01-10	human	H3N2	?
A/human/Norway/2587/2015	out	2015-08-06	human	H3N2	?
A/human/Norway/16960/2021	out	2021-08-07	human	H3N2	Other-Human-2020
A/human/Norway/2299/2019	out	2019-10-10	human	H3N2	Other-Human-2010
A/human/Norway/2006/2014	out	2014-06-17	human	H3N2	Other-Human-2010-like
A/human/Norway/23662/2021	out	2021-10-14	human	H3N2	Other-Human-2020
A/human/Norway/676/2022	out	2022-01-10	human	H3N2	Other-Human-2020
A/human/Norway/3495/2017	out	2017-11-11	human	H3N2	?
A/human/Norway/32603/2022	out	2022-10-18	human	H3N2	Other-Human-2020
A/human/Norway/3275/2018	out	2018-10-03	human	H3N2	Other-Human-2010-like
A/human/Norway/521/2022	out	2022-01-03	human	H3N2	Other-Human-2020
A/human/Norway/20654/2022	out	2022-04-12	human	H3N2	Other-Human-2020
A/human/Novosibirsk/155/2012	out	2012-01-29	human	H3N2	Other-Human-2010-like
A/human/Novosibirsk/2/2016	out	2016-10-31	human	H3N2	?
A/human/Omsk/RII02/2012	out	2012-03-05	human	H3N2	Other-Human-2010-like
A/human/Ostersund/2/2012	out	2012-10-09	human	H3N2	?
A/human/Oviedo/31/1992	out	1991-12-27	human	H3N2	Other-Human-1990
A/human/Paris/089/2010	out	2010-12-22	human	H3N2	?
A/human/Paris/1971/2014	out	2014-10-02	human	H3N2	?
A/human/Paris/484/2014	out	2014-02-06	human	H3N2	Other-Human-2010-like
A/human/Paris/1124/2014	out	2014-03-20	human	H3N2	Other-Human-2010-like
A/human/Paris/548/1992	out	1991-11-30	human	H3N2	Other-Human-1990
A/human/Paris/1478/2010	out	2010-08-30	human	H3N2	2010.1-like
A/human/Paris/123/2008	out	2008-10-20	human	H3N2	?
A/human/Paris/1156/2012	out	2012-03-21	human	H3N2	?
A/human/Parma/54/2014	out	2014-09-15	human	H3N2	?
A/human/Parma/02/2021	out	2021-11-02	human	H3N2	Other-Human-2010
A/human/Parma/3/2012	out	2012-09-15	human	H3N2	2010.1-like
A/human/Partizanske/49/2016	out	2016-11-30	human	H3N2	2010.2
A/human/Pavia/03/2012	out	2012-01-10	human	H3N2	?
A/human/Pavia/08/2012	out	2012-01-16	human	H3N2	2010.1-like
A/human/Pays_de_Loire/59190/2022	out	2022-12-14	human	H3N2	Other-Human-2020
A/human/Perm/24468/2016	out	2016-11-30	human	H3N2	?
A/human/Poitiers/1577/2016	out	2016-02-05	human	H3N2	?
A/human/Poland/104/2017	out	2017-01-05	human	H3N2	?
A/human/Port_Talbot/7852/2017	out	2017-12-29	human	H3N2	?
A/human/Portugal/210210/2022	out	2022-02-09	human	H3N2	Other-Human-2020
A/human/Portugal/16/2019	out	2019-12-15	human	H3N2	Other-Human-2010
A/human/Rennes/2647/2019	out	2019-11-10	human	H3N2	Other-Human-2010-like
A/human/Rethymno_Crete_GR/448/2017	out	2017-01-15	human	H3N2	Other-Human-2010-like
A/human/Romania/259060/2020	out	2020-02-24	human	H3N2	Other-Human-2010
A/human/Romania/521422/2022	out	2022-06-17	human	H3N2	Other-Human-2020
A/human/Romania/4584/2022	out	2022-12-11	human	H3N2	Other-Human-2020
A/human/Romania/259804/2020	out	2020-03-07	human	H3N2	Other-Human-2010
A/human/Rouen/41245/2021	out	2021-11-14	human	H3N2	Other-Human-2010
A/human/Russia/07301044/2017	out	2017-07-29	human	H3N2	?
A/human/Russia/121/2017	out	2017-11-07	human	H3N2	Other-Human-2010-like
A/human/Sachsen/43/2012	out	2012-11-11	human	H3N2	?
A/human/Saint-Petersburg/RII02/2012	out	2012-02-02	human	H3N2	?
A/human/Saint-Petersburg/6/2013	out	2013-02-13	human	H3N2	?
A/human/Saint-Petersburg/RII-4751S/2021	out	2021-11-30	human	H3N2	Other-Human-2020
A/human/Sakha/2V/2018	out	2018-11-29	human	H3N2	Other-Human-2010-like
A/human/Samara/CRIE-14/2014	out	2014-02-14	human	H3N2	Other-Human-2010-like
A/human/Scotland/50/2003	out	2003-11-15	human	H3N2	Other-Human-2000
A/human/Serbia/1692/2022	out	2022-01-10	human	H3N2	Other-Human-2020
A/human/Serbia-NS/1517/2016	out	2016-02-09	human	H3N2	?
A/human/Siena/3/1995	out	1995-01-26	human	H3N2	?
A/human/Siena/3/1988	out	1988-02-05	human	H3N2	Other-Human-1980-like
A/human/Siena/1/1997	out	1997-01-06	human	H3N2	?
A/human/Sizyabsk/RII-4261S/2019	out	2019-03-13	human	H3N2	Other-Human-2010
A/human/Slovenia/9707/2022	out	2022-03-23	human	H3N2	Other-Human-2020
A/human/Slovenia/942/2018	out	2018-02-13	human	H3N2	Other-Human-2010-like
A/human/Smolensk/RII01S/2013	out	2013-01-17	human	H3N2	?
A/human/Smolensk/8/CRIE/2019	out	2019-10-17	human	H3N2	Other-Human-2020-like
A/human/St-Etienne/1998/2018	out	2018-10-14	human	H3N2	Other-Human-2010-like
A/human/Stavropol/8/2015	out	2015-12-10	human	H3N2	?
A/human/Stockholm/12/1988	out	1988-06-15	human	H3N2	?
A/human/Stockholm/12/2021	out	2021-10-13	human	H3N2	Other-Human-2010
A/human/Stockholm/29/2012	out	2012-07-26	human	H3N2	?
A/human/Stockholm/45/2015	out	2015-10-09	human	H3N2	?
A/human/Stockholm/24/2016	out	2016-02-21	human	H3N2	?
A/human/Stockholm/5/2012	out	2012-01-11	human	H3N2	?
A/human/Stockholm/12/1992	out	1992-10-31	human	H3N2	Other-Human-1990
A/human/Stockholm/29/2013	out	2013-12-10	human	H3N2	Other-Human-2010-like
A/human/Stockholm/40/2015	out	2015-08-18	human	H3N2	?
A/human/Stockholm/27/2013	out	2013-10-29	human	H3N2	Other-Human-2010-like
A/human/Stockholm/30/2012	out	2012-07-11	human	H3N2	2010.1-like
A/human/Sundsvall/1/2018	out	2018-12-03	human	H3N2	Other-Human-2010
A/human/Swansea/9391/2018	out	2018-03-15	human	H3N2	Other-Human-2010-like
A/human/Swansea/7185/2019	out	2019-01-22	human	H3N2	Other-Human-2010
A/human/Swansea/9497/2018	out	2018-03-16	human	H3N2	Other-Human-2010-like
A/human/Sweden/10/2012	out	2012-02-16	human	H3N2	2010.1-like
A/human/Switzerland/7586983/2012	out	2012-12-14	human	H3N2	?
A/human/Switzerland/51230/2021	out	2021-12-02	human	H3N2	Other-Human-2010
A/human/United_Kingdom/UO-99C/2022	out	2022-09-10	human	H3N2	Other-Human-2020
A/human/Uppsala/15/2021	out	2021-11-29	human	H3N2	Other-Human-2020
A/human/Valencia/S01030G/2012	out	2012-01-20	human	H3N2	?
A/human/Valencia/10_1282_20180118	out	2018-01-18	human	H3N2	Other-Human-2010-like
A/human/Valladolid/180/2017	out	2017-10-07	human	H3N2	Other-Human-2010-like
A/human/Varese/22/2022	out	2022-04-23	human	H3N2	Other-Human-2020
A/human/Wrexham/7024/2017	out	2017-11-06	human	H3N2	Other-Human-2010-like
A/human/Ystad/2/2018	out	2018-12-03	human	H3N2	?
A/swine/Germany/AR8044/2016	Germany	2016-10-24	swine	H3N2	2000.3
A/swine/Germany/AR10832/2016	Germany	2016-11-27	swine	H3N2	2000.3
A/swine/Germany/Bak20/2016	Germany	2016-06-15	swine	H3N2	2000.3
A/swine/Germany/R1341/2014	Germany	2014-06-15	swine	H3N2	2000.3
A/swine/Denmark/1916-1/2014	Denmark	2014-05-21	swine	H3N2	2000.3
A/swine/Denmark/15163-3p1/2014	Denmark	2014-11-25	swine	H3N2	2000.3
A/swine/Denmark/15164-1p1/2014	Denmark	2014-11-03	swine	H3N2	2000.3
A/swine/Denmark/15162-1/2014	Denmark	2014-11-05	swine	H3N2	2000.3
A/swine/Denmark/10115-1/2013	Denmark	2013-01-02	swine	H3N2	2000.3
A/swine/Denmark/5255-1p1/2015	Denmark	2015-03-24	swine	H3N2	2000.3
A/swine/Denmark/13210-1/2014	Denmark	2014-11-03	swine	H3N2	2000.3
A/swine/Denmark/15374-5p1/2014	Denmark	2014-12-04	swine	H3N2	2000.3
A/swine/Denmark/13670-5p1/2014	Denmark	2014-11-10	swine	H3N2	2000.3
A/swine/Netherlands/AR3179/2015	Netherlands	2015-11-24	swine	H3N2	2000.3
A/swine/Denmark/13669-4/2014	Denmark	2014-11-10	swine	H3N2	2000.3
A/swine/Denmark/SIR1299/2017	Denmark	2017-02-15	swine	H3N2	2000.3
A/swine/Spain/AR8089/2016	Spain	2016-10-24	swine	H3N2	1970.1
A/swine/Italy/222094-1/2022	Italy	2022-06-15	swine	H3N2	1970.1
A/swine/Netherlands/SIR923/2017	Netherlands	2017-02-15	swine	H3N2	1970.1
A/swine/Germany/R16/2012	Germany	2012-07-02	swine	H3N2	1970.1
A/swine/Germany/R452/2013	Germany	2013-06-15	swine	H3N2	1970.1
A/swine/Germany/R210/2013	Germany	2013-06-15	swine	H3N2	1970.1
A/swine/Germany/R1303/2014	Germany	2014-06-15	swine	H3N2	1970.1
A/swine/Netherlands/AR4207/2016	Netherlands	2016-07-04	swine	H3N2	1970.1
A/swine/Germany/AR8901/2016	Germany	2016-11-11	swine	H3N2	1970.1
A/swine/Germany/SIR5321/2017	Germany	2017-09-18	swine	H3N2	1970.1
A/swine/Germany/SIR1324/2017	Germany	2017-02-13	swine	H3N2	1970.1
A/swine/Netherlands/AR219/2016	Netherlands	2016-01-02	swine	H3N2	1970.1
A/swine/Germany/AR7329/2016	Germany	2016-10-09	swine	H3N2	1970.1
A/swine/Germany/AR6114/2016	Germany	2016-08-26	swine	H3N2	1970.1
A/swine/Netherlands/SIR39/2017	Netherlands	2016-12-19	swine	H3N2	1970.1
A/swine/Netherlands/SIR3565/2017	Netherlands	2017-07-02	swine	H3N2	1970.1
A/swine/Germany/SIR3399/2017	Germany	2017-06-13	swine	H3N2	1970.1
A/swine/Germany/AR8352/2016	Germany	2016-10-31	swine	H3N2	1970.1
A/swine/Netherlands/AR531/2015	Netherlands	2015-04-06	swine	H3N2	1970.1
A/swine/Italy/145674/2022	Italy	2022-06-15	swine	H3N2	1970.1
A/swine/Italy/402446-1/2022	Italy	2022-06-15	swine	H3N2	1970.1
A/swine/Italy/310171/2022	Italy	2022-06-15	swine	H3N2	1970.1
A/swine/Italy/316552-3/2022	Italy	2022-06-15	swine	H3N2	1970.1
A/swine/Italy/4306/2022	Italy	2022-06-15	swine	H3N2	1970.1
A/swine/Belgium/AR1204/2015	Belgium	2015-07-06	swine	H3N2	1970.1
A/swine/Italy/220316/2021	Italy	2021-06-15	swine	H3N2	Other-Human-2010
A/swine/Italy/368357-1/2022	Italy	2022-06-15	swine	H3N2	Other-Human-2010
					
